"","station","glatos_array","station_no","consecutive_deploy_no","intend_lat","intend_long","deploy_lat","deploy_long","recover_lat","recover_long","deploy_date_time","recover_date_time","bottom_depth","riser_length","instrument_depth","ins_model_no","glatos_ins_frequency","ins_serial_no","code_map","code_map_comment","deployed_by","comments","glatos_seasonal","glatos_project","glatos_vps","year"
"103","HAM-003","HAM","3",9,NA,NA,43.29461,-79.80053,NA,NA,2021-10-19 19:25:00,2022-06-09 17:45:00,15.6,NA,NA,"VR2AR",69,549107,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"104","HAM-025","HAM","25",9,NA,NA,43.30969,-79.81158,NA,NA,2021-10-19 19:37:00,2022-06-09 13:20:00,5.1,NA,NA,"VR2AR",69,548283,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"105","HAM-001","HAM","1",9,NA,NA,43.30611,-79.81861,NA,NA,2021-10-20 14:07:00,2022-11-22 17:25:00,NA,NA,NA,"VR2W",69,127832,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"106","HAM-002","HAM","2",9,NA,NA,43.28685,-79.79576,NA,NA,2021-10-20 14:50:00,2022-11-22 16:43:00,22.3,NA,NA,"VR2W",69,127833,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"107","HAM-007","HAM","7",9,NA,NA,43.30139,-79.83972,NA,NA,2021-10-20 17:50:00,2022-11-17 16:05:00,10.2,NA,NA,"VR2W",69,126879,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"108","HAM-008","HAM","8",9,NA,NA,43.2751,-79.7928,NA,NA,2021-10-20 20:05:00,NA,6.6,NA,NA,"VR2W",69,126880,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No","2021"
"109","HAM-009","HAM","9",11,NA,NA,43.28036,-79.80383,NA,NA,2021-10-27 15:00:00,2022-09-15 17:57:00,13,NA,NA,"VR2W",69,127827,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"110","HAM-004","HAM","4",8,NA,NA,43.28714,-79.84452,NA,NA,2021-10-27 15:30:00,2022-11-22 15:05:00,25,NA,NA,"VR2W",69,131524,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"111","HAM-028","HAM","28",9,NA,NA,43.27556,-79.88194,NA,NA,2021-10-27 20:05:00,2022-11-17 15:26:00,7.8,NA,NA,"VR2W",69,126878,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"112","HAM-014","HAM","14",8,NA,NA,43.28548,-79.8744,NA,NA,2021-11-09 19:00:00,NA,5,NA,NA,"VR2W",69,119675,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No","2021"
"113","HAM-037","HAM","37",6,NA,NA,43.2789,-79.88599,NA,NA,2021-11-09 19:17:00,2022-11-14 18:40:00,4.9,NA,NA,"VR2W",69,119693,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"114","HAM-019","HAM","19",9,NA,NA,43.27811,-79.85158,NA,NA,2021-11-09 19:37:00,2022-11-14 19:52:00,18,NA,NA,"VR2W",69,127847,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"115","HAM-006","HAM","6",9,NA,NA,43.30664,-79.80837,NA,NA,2021-11-10 15:40:00,2022-11-17 16:27:00,8.2,NA,NA,"VR2W",69,127850,"MAP-113",NA,NA,NA,"No","HAMLO","No","2021"
"116","HAM-066","HAM","66",3,NA,NA,43.29282,-79.88101,NA,NA,2022-04-05 16:50:00,2022-09-28 19:43:00,0.6,NA,NA,"VR2W",69,127843,"MAP-115",NA,NA,NA,"Yes","HAMLO","No","2022"
"117","HAM-067","HAM","67",3,NA,NA,43.29409,-79.87926,NA,NA,2022-04-05 17:22:00,2022-09-28 20:09:00,0.8,NA,NA,"VR2W",69,137957,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"118","HAM-059","HAM","59",3,NA,NA,43.29484,-79.8759,NA,NA,2022-04-05 17:45:00,2022-09-28 20:15:00,0.8,NA,NA,"VR2W",69,137955,"MAP-115",NA,NA,NA,"Yes","HAMLO","No","2022"
"119","HAM-061","HAM","61",3,NA,NA,43.29002,-79.88233,NA,NA,2022-04-05 18:00:00,2022-09-28 18:35:00,0.8,NA,NA,"VR2W",69,137956,"MAP-115",NA,NA,NA,"Yes","HAMLO","No","2022"
"120","HAM-033","HAM","33",6,NA,NA,43.29208,-79.88394,NA,NA,2022-04-05 18:30:00,2022-09-28 18:20:00,0.8,NA,NA,"VR2W",69,127828,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"121","HAM-060","HAM","60",3,NA,NA,43.29026,-79.88512,NA,NA,2022-04-05 18:50:00,2022-09-28 18:49:00,0.7,NA,NA,"VR2W",69,127836,"MAP-115",NA,NA,NA,"Yes","HAMLO","No","2022"
"122","HAM-062","HAM","62",3,NA,NA,43.29034,-79.8864,NA,NA,2022-04-05 19:20:00,2022-11-03 15:00:00,0.8,NA,NA,"VR2W",69,127840,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"123","HAM-068","HAM","68",1,NA,NA,43.28967,-79.88531,NA,NA,2022-04-05 19:45:00,2022-09-28 18:45:00,0.7,NA,NA,"VR2W",69,137954,"MAP-115",NA,NA,NA,"Yes","HAMLO","No","2022"
"124","HAM-029","HAM","29",8,NA,NA,43.28936,-79.88731,NA,NA,2022-04-05 20:00:00,2022-09-28 18:57:00,1,NA,NA,"VR2W",69,132818,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"125","HAM-054","HAM","54",6,NA,NA,43.27472,-79.86203,NA,NA,2022-05-20 14:30:00,2023-06-20 16:55:00,NA,NA,NA,"VR2W",69,137958,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"126","HAM-057","HAM","57",6,NA,NA,43.275,-79.8607,NA,NA,2022-05-20 14:51:00,2023-06-20 17:20:00,NA,NA,NA,"VR2W",69,121990,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"127","HAM-056","HAM","56",6,NA,NA,43.27493,-79.86332,NA,NA,2022-05-20 15:15:00,2022-09-02 21:00:00,NA,NA,NA,"VR2W",69,121987,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"128","WLN-001","WLN","1",8,NA,NA,43.3306,-79.75633,NA,NA,2022-06-06 14:35:00,2023-06-30 13:59:00,18.3,1,NA,"VR2WAR",69,548264,"MAP-115",NA,"DFO",NA,"No","WLONA","No","2022"
"129","WLN-010","WLN","10",8,NA,NA,43.41613,-79.67136,NA,NA,2022-06-06 15:20:00,2023-06-30 14:44:00,18.2,1,NA,"VR2WAR",69,547992,"MAP-115",NA,"DFO",NA,"No","WLONA","No","2022"
"130","WLN-006","WLN","6",8,NA,NA,43.49064,-79.59042,NA,NA,2022-06-06 15:54:00,2023-06-30 15:20:00,18.7,1,NA,"VR2WAR",69,549098,"MAP-115",NA,"DFO",NA,"No","WLONA","No","2022"
"131","WLN-004","WLN","4",8,NA,NA,43.56569,-79.51855,NA,NA,2022-06-06 16:30:00,2023-06-30 15:56:00,19.4,1,NA,"VR2WAR",69,548242,"MAP-115",NA,"DFO",NA,"No","WLONA","No","2022"
"132","WLN-002","WLN","2",8,NA,NA,43.6192,-79.45171,NA,NA,2022-06-06 17:02:00,2023-06-30 17:14:00,17.9,1,NA,"VR2WAR",69,549102,"MAP-115",NA,"DFO",NA,"No","WLONA","No","2022"
"133","WLN-003","WLN","3",8,NA,NA,43.26948,-79.19328,NA,NA,2022-06-08 22:35:00,2023-06-29 18:29:00,19.2,1,NA,"VR2WAR",69,545560,"MAP-115",NA,"DFO",NA,"No","WLONA","No","2022"
"134","HAM-025","HAM","25",10,NA,NA,43.30969,-79.81158,NA,NA,2022-06-09 13:24:00,2023-07-11 12:47:00,6.1,NA,NA,"VR2AR",69,548706,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"135","HAM-017","HAM","17",10,NA,NA,43.29488,-79.82113,NA,NA,2022-06-09 13:37:00,2023-07-11 14:20:00,18.8,NA,NA,"VR2AR",69,548283,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"136","WLN-008","WLN","8",8,NA,NA,43.20914,-79.3198,NA,NA,2022-06-09 15:50:00,2023-05-05 17:00:00,19.5,1,NA,"VR2WAR",69,546852,"MAP-115",NA,"DFO",NA,"No","WLONA","No","2022"
"137","WLN-009","WLN","9",7,NA,NA,43.22352,-79.45905,NA,NA,2022-06-09 16:16:00,2023-06-29 20:09:00,21.5,1,NA,"VR2WAR",69,548269,"MAP-115",NA,"DFO",NA,"No","WLONA","No","2022"
"138","WLN-007","WLN","7",7,NA,NA,43.25367,-79.60337,NA,NA,2022-06-09 16:55:00,2023-07-12 20:37:00,18.7,1,NA,"VR2WAR",69,549097,"MAP-115",NA,"DFO",NA,"No","WLONA","No","2022"
"139","WLN-005","WLN","5",7,NA,NA,43.29595,-79.74334,NA,NA,2022-06-09 17:17:00,2023-06-30 19:16:00,19,1,NA,"VR2WAR",69,549115,"MAP-115",NA,"DFO",NA,"No","WLONA","No","2022"
"140","HAM-022","HAM","22",11,NA,NA,43.30235,-79.79037,NA,NA,2022-06-09 17:32:00,2023-08-14 19:44:00,6.6,NA,NA,"VR2AR",69,549116,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"141","HAM-003","HAM","3",10,NA,NA,43.29461,-79.80053,NA,NA,2022-06-09 17:49:00,2023-07-10 14:25:00,17.6,NA,NA,"VR2AR",69,549114,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"142","HAM-021","HAM","21",9,NA,NA,43.28578,-79.82647,NA,NA,2022-06-09 18:05:00,2023-07-10 15:02:00,18.6,NA,NA,"VR2AR",69,549107,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"143","HAM-039","HAM","39",8,NA,NA,43.28176,-79.85158,NA,NA,2022-06-09 18:31:00,2023-06-23 16:45:00,19.7,NA,NA,"VR2AR",69,547996,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"144","HAM-005","HAM","5",9,NA,NA,43.28133,-79.86433,NA,NA,2022-06-09 18:45:00,2023-07-10 15:28:00,15.3,NA,NA,"VR2AR",69,549109,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"145","HAM-023","HAM","23",11,NA,NA,43.28569,-79.86764,NA,NA,2022-06-09 18:58:00,2023-07-11 13:37:00,9.1,NA,NA,"VR2AR",69,547990,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"146","HAM-018","HAM","18",10,NA,NA,43.27267,-79.878,NA,NA,2022-06-09 19:12:00,2023-06-23 17:00:00,6.9,NA,NA,"VR2AR",69,548243,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"147","HAM-015","HAM","15",10,NA,NA,43.29365,-79.85536,NA,NA,2022-06-09 19:29:00,2023-07-11 13:20:00,7.8,NA,NA,"VR2AR",69,548257,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"148","HAM-010","HAM","10",6,NA,NA,43.26856,-79.7815,NA,NA,2022-06-15 13:30:00,2022-11-08 15:30:00,2,NA,NA,"VR2W",69,131523,"MAP-115",NA,NA,NA,"Yes","HAMLO","No","2022"
"149","WLN-030","WLN","30",4,NA,NA,43.65163,-79.2506,NA,NA,2022-06-28 17:00:00,2023-07-25 14:31:00,20.9,1,NA,"VR2WAR",69,548618,"MAP-115",NA,"DFO",NA,"No","WLONA","No","2022"
"150","WLN-031","WLN","31",4,NA,NA,43.70627,-79.19155,NA,NA,2022-06-28 17:56:00,2023-07-25 15:35:00,20.4,1,NA,"VR2WAR",69,546842,"MAP-115",NA,"DFO",NA,"No","WLONA","No","2022"
"151","WLN-032","WLN","32",4,NA,NA,43.76568,-79.10988,NA,NA,2022-06-28 18:18:00,2023-07-25 16:38:00,20.6,1,NA,"VR2WAR",69,548244,"MAP-115",NA,"DFO",NA,"No","WLONA","No","2022"
"152","WLN-033","WLN","33",4,NA,NA,43.78911,-79.02378,NA,NA,2022-06-28 18:38:00,2023-07-25 18:08:00,23.8,1,NA,"VR2WAR",69,548240,"MAP-115",NA,"DFO",NA,"No","WLONA","No","2022"
"153","WLN-034","WLN","34",4,NA,NA,43.8202,-78.93321,NA,NA,2022-06-28 19:36:00,2023-07-25 18:51:00,26.1,1,NA,"VR2WAR",69,548623,"MAP-115",NA,"DFO",NA,"No","WLONA","No","2022"
"154","WLN-036","WLN","36",4,NA,NA,43.8789,-78.6188,NA,NA,2022-06-29 23:14:00,2023-07-25 20:44:00,17.7,1,NA,"VR2WAR",69,548616,"MAP-115",NA,"DFO",NA,"No","WLONA","No","2022"
"155","WLN-039","WLN","39",4,NA,NA,43.78651,-78.67521,NA,NA,2022-06-30 19:50:00,2023-07-25 20:19:00,76.5,1,NA,"VR2WAR",69,547995,"MAP-115",NA,"DFO",NA,"No","WLONA","No","2022"
"156","WLN-035","WLN","35",4,NA,NA,43.85008,-78.80348,NA,NA,2022-06-30 20:17:00,2023-07-25 19:45:00,20.6,1,NA,"VR2WAR",69,548267,"MAP-115",NA,"DFO",NA,"No","WLONA","No","2022"
"157","WLN-038","WLN","38",4,NA,NA,43.77656,-78.83806,NA,NA,2022-06-30 20:47:00,2023-07-25 19:16:00,64.5,1,NA,"VR2WAR",69,548250,"MAP-115",NA,"DFO",NA,"No","WLONA","No","2022"
"158","WLN-037","WLN","37",4,NA,NA,43.74167,-78.97946,NA,NA,2022-06-30 22:55:00,2023-07-25 18:31:00,72,1,NA,"VR2WAR",69,546834,"MAP-115",NA,"DFO",NA,"No","WLONA","No","2022"
"159","HAM-027","HAM","27",9,NA,NA,43.27361,-79.87139,NA,NA,2022-07-07 18:35:00,2022-11-17 14:55:00,11.6,NA,NA,"VR2W",69,124715,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"160","HAM-036","HAM","36",11,NA,NA,43.27139,-79.8695,NA,NA,2022-08-03 01:13:00,2023-09-14 16:01:00,NA,NA,NA,"VR2W",69,131493,"MAP-114","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No","2022"
"161","HAM-058","HAM","58",6,NA,NA,43.31292,-79.8061,NA,NA,2022-09-01 15:25:00,2023-08-16 13:50:00,1.2,NA,NA,"VR2W",69,124717,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"162","HAM-045","HAM","45",6,NA,NA,43.3046,-79.80238,NA,NA,2022-09-01 15:45:00,2023-09-14 15:25:00,1.2,NA,NA,"VR2W",69,127829,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"163","HAM-011","HAM","11",8,NA,NA,43.2773,-79.8669,NA,NA,2022-09-07 17:27:00,2023-09-14 16:58:00,12.6,NA,NA,"VR2W",69,119711,"MAP-115","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No","2022"
"164","HAM-053","HAM","53",8,NA,NA,43.2759,-79.86333,NA,NA,2022-09-08 19:10:00,2023-09-14 18:19:00,6.3,NA,NA,"VR2W",69,133111,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"165","HAM-052","HAM","52",9,NA,NA,43.27438,-79.86617,NA,NA,2022-09-09 17:31:00,2023-09-14 17:44:00,2.4,NA,NA,"VR2W",69,127837,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"166","HAM-055","HAM","55",8,NA,NA,43.27455,-79.8649,NA,NA,2022-09-09 17:57:00,2023-09-14 18:53:00,3.5,NA,NA,"VR2W",69,119690,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"167","HAM-051","HAM","51",7,NA,NA,43.26976,-79.87317,NA,NA,2022-09-09 18:16:00,2023-09-14 16:33:00,3.2,NA,NA,"VR2W",69,121991,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"168","HAM-013","HAM","13",10,NA,NA,43.29691,-79.80157,NA,NA,2022-09-13 16:31:00,2023-08-22 18:55:00,10,NA,NA,"VR2W",69,119681,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"169","HAM-043","HAM","43",7,NA,NA,43.27957,-79.8915,NA,NA,2022-09-15 16:38:00,2023-08-16 19:06:00,2,NA,NA,"VR2W",69,121999,"MAP-115","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No","2022"
"170","HAM-048","HAM","48",7,NA,NA,43.27311,-79.88506,NA,NA,2022-09-15 17:08:00,2023-08-16 19:59:00,2.5,NA,NA,"VR2W",69,132820,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"171","HAM-041","HAM","41",9,NA,NA,43.2767,-79.83893,NA,NA,2022-09-15 17:28:00,2023-08-16 15:50:00,NA,NA,NA,"VR2W",69,133001,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"172","HAM-009","HAM","9",12,NA,NA,43.28036,-79.80383,NA,NA,2022-09-15 17:57:00,2023-08-16 14:57:00,13,NA,NA,"VR2W",69,127827,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"173","HAM-034","HAM","34",11,NA,NA,43.27142,-79.80812,NA,NA,2022-09-15 18:13:00,2023-08-16 15:25:00,1.6,NA,NA,"VR2W",69,121993,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"174","HAM-046","HAM","46",8,NA,NA,43.30771,-79.82588,NA,NA,2022-09-15 18:34:00,2023-08-16 14:20:00,2,NA,NA,"VR2W",69,132997,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"175","HAM-047","HAM","47",7,NA,NA,43.30267,-79.83991,NA,NA,2022-09-15 18:47:00,2023-08-16 14:20:00,1.5,NA,NA,"VR2W",69,121988,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"176","HAM-012","HAM","12",11,NA,NA,43.30048,-79.80591,NA,NA,2022-09-15 19:10:00,2023-08-22 18:30:00,8,NA,NA,"VR2W",69,131525,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"177","HAM-032","HAM","32",10,NA,NA,43.27973,-79.89346,NA,NA,2022-09-28 14:00:00,2023-10-06 17:20:00,1.9,NA,NA,"VR2W",69,127839,"MAP-115","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No","2022"
"178","HAM-033","HAM","33",7,NA,NA,43.29208,-79.88394,NA,NA,2022-09-28 18:20:00,2023-04-04 18:40:00,0.8,NA,NA,"VR2W",69,127828,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"179","HAM-029","HAM","29",9,NA,NA,43.28936,-79.88731,NA,NA,2022-09-28 18:57:00,2023-04-04 18:22:00,1,NA,NA,"VR2W",69,132818,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"180","HAM-067","HAM","67",4,NA,NA,43.29409,-79.87926,NA,NA,2022-09-28 20:09:00,2023-04-04 20:02:00,0.8,NA,NA,"VR2W",69,137957,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"181","HAM-035","HAM","35",7,NA,NA,43.26228,-79.77238,NA,NA,2022-10-18 14:59:00,2023-10-06 19:35:00,2,NA,NA,"VR2W",69,131522,"MAP-115","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No","2022"
"182","HAM-030","HAM","30",9,NA,NA,43.27192,-79.92519,NA,NA,2022-10-18 16:13:00,2023-10-06 18:20:00,NA,NA,NA,"VR2W",69,132999,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"183","HAM-077","HAM","77",1,NA,NA,43.28064,-79.8693,NA,NA,2022-11-03 16:03:00,2023-07-10 15:42:00,NA,NA,NA,"VR2AR",69,548254,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"184","HAM-076","HAM","76",1,NA,NA,43.28368,-79.87139,NA,NA,2022-11-03 16:09:00,2023-07-10 16:49:00,NA,NA,NA,"VR2AR",69,548251,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"185","HAM-075","HAM","75",1,NA,NA,43.28577,-79.8707,NA,NA,2022-11-03 16:20:00,2023-07-10 17:00:00,NA,NA,NA,"VR2AR",69,548265,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"186","HAM-074","HAM","74",1,NA,NA,43.28268,-79.87783,NA,NA,2022-11-03 16:27:00,2023-07-10 16:37:00,NA,NA,NA,"VR2AR",69,548253,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"187","HAM-073","HAM","73",1,NA,NA,43.28003,-79.88284,NA,NA,2022-11-03 16:33:00,2023-07-10 16:25:00,NA,NA,NA,"VR2AR",69,548241,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"188","HAM-072","HAM","72",1,NA,NA,43.27815,-79.88745,NA,NA,2022-11-03 16:37:00,2023-07-10 16:13:00,NA,NA,NA,"VR2AR",69,548262,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"189","HAM-079","HAM","79",1,NA,NA,43.27475,-79.88547,NA,NA,2022-11-03 16:41:00,2023-06-23 17:36:00,NA,NA,NA,"VR2AR",69,548255,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"190","HAM-078","HAM","78",1,NA,NA,43.27774,-79.87807,NA,NA,2022-11-03 16:57:00,2023-07-10 15:56:00,NA,NA,NA,"VR2AR",69,548276,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"191","HAM-037","HAM","37",7,NA,NA,43.2789,-79.88599,NA,NA,2022-11-23 16:15:00,2023-12-01 15:30:00,4.9,NA,NA,"VR2W",69,119693,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"192","HAM-028","HAM","28",10,NA,NA,43.27556,-79.88082,NA,NA,2022-11-29 15:30:00,2023-12-01 15:00:00,8,NA,NA,"VR2W",69,126878,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"193","HAM-007","HAM","7",10,NA,NA,43.30139,-79.83917,NA,NA,2022-11-29 16:35:00,2023-12-01 16:00:00,9,NA,NA,"VR2W",69,126879,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"194","HAM-004","HAM","4",9,NA,NA,43.28639,-79.84778,NA,NA,2022-11-29 19:30:00,2023-11-24 16:10:00,23,NA,NA,"VR2W",69,131524,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"195","HAM-002","HAM","2",10,NA,NA,43.2869,-79.79491,NA,NA,2022-12-02 15:05:00,2023-11-20 19:20:00,22.4,NA,NA,"VR2W",69,127833,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"196","HAM-001","HAM","1",10,NA,NA,43.30537,-79.82082,NA,NA,2022-12-07 14:40:00,2023-11-23 18:30:00,11,NA,NA,"VR2W",69,127832,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"197","HAM-027","HAM","27",10,NA,NA,43.27924,-79.87457,NA,NA,2022-12-07 15:20:00,2023-11-24 15:00:00,10,NA,NA,"VR2W",69,124715,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022"
"198","HAM-061","HAM","61",4,NA,NA,43.29015,-79.88239,NA,NA,2023-04-04 17:55:00,2023-11-23 05:00:00,NA,NA,NA,"VR2W",69,137954,"Generation 2",NA,NA,NA,"Yes","HAMLO","No","2023"
"199","HAM-068","HAM","68",2,NA,NA,43.28968,-79.88512,NA,NA,2023-04-04 18:01:00,2023-11-21 19:30:00,NA,NA,NA,"VR2W",69,119662,"MAP-115",NA,NA,NA,"Yes","HAMLO","No","2023"
"200","HAM-029","HAM","29",10,NA,NA,43.28936,-79.88731,NA,NA,2023-04-04 18:22:00,2023-12-20 18:20:00,1,NA,NA,"VR2W",69,132818,"MAP-115",NA,NA,NA,"No","HAMLO","No","2023"
"201","HAM-033","HAM","33",8,NA,NA,43.29215,-79.88395,NA,NA,2023-04-04 18:40:00,2023-12-20 18:50:00,NA,NA,NA,"VR2W-Tx",69,487629,"Generation 2 Generation-2",NA,NA,NA,"No","HAMLO","No","2023"
"202","HAM-060","HAM","60",4,NA,NA,43.29029,-79.88518,NA,NA,2023-04-04 19:11:00,2023-11-21 18:30:00,NA,NA,NA,"VR2W-Tx",69,481721,"Generation 2",NA,NA,NA,"Yes","HAMLO","No","2023"
"203","HAM-062","HAM","62",4,NA,NA,43.29041,-79.88652,NA,NA,2023-04-04 19:15:00,2023-11-22 05:00:00,NA,NA,NA,"VR2W",69,127847,"MAP-115",NA,NA,NA,"Yes","HAMLO","No","2023"
"204","HAM-066","HAM","66",4,NA,NA,43.29282,-79.88101,NA,NA,2023-04-04 19:35:00,2023-12-01 05:00:00,NA,NA,NA,"VR2W",69,133002,"MAP-115",NA,NA,NA,"Yes","HAMLO","No","2023"
"205","HAM-067","HAM","67",5,NA,NA,43.29409,-79.87926,NA,NA,2023-04-04 20:02:00,2023-11-21 19:20:00,NA,NA,NA,"VR2W",69,137957,"MAP-115",NA,NA,NA,"Yes","HAMLO","No","2023"
"206","HAM-059","HAM","59",4,NA,NA,43.29481,-79.87588,NA,NA,2023-04-04 20:45:00,2023-11-16 05:00:00,NA,NA,NA,"VR2W",69,127843,"MAP-115",NA,NA,NA,"Yes","HAMLO","No","2023"
"207","WLN-014","WLN","14",7,NA,NA,43.24452,-79.21571,NA,NA,2023-04-06 16:00:00,2024-12-10 17:00:00,NA,NA,NA,"VR2W",69,127863,NA,NA,"DFO",NA,"No","WLONA","No","2023"
"208","HAM-044","HAM","44",6,NA,NA,43.27597,-79.90658,NA,NA,2023-04-28 15:50:00,2023-10-05 17:14:00,0.96,NA,NA,"VR2W",69,127840,"MAP-115",NA,NA,NA,"Yes","HAMLO","No","2023"
"209","HAM-042","HAM","42",7,NA,NA,43.26864,-79.93536,NA,NA,2023-04-28 16:13:00,2024-03-27 14:30:00,1.56,NA,NA,"VR2W",69,127850,"MAP-115",NA,NA,NA,"No","HAMLO","No","2023"
